sep=,
type,sourceName,sourceVersion,productType,device,startDate,endDate,activityType,duration,durationUnit,totalEnergyBurned,totalDistance,totalSwimmingStrokeCount,totalFlightsClimbed,HKExternalUUID,HKWeatherTemperature,HKTimeZone,HKWeatherHumidity,HKElevationAscended,HKIndoorWorkout,HKAverageMETs
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.2.1,"Watch3,4","<<HKDevice: 0x283273700>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.2.1>",2019-06-19 21:52:34 +0000,2019-06-19 22:26:27 +0000,Running,1847.4873379468918,sec,519.721 kcal,6583.66 m,,,,,,,2834 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.2.1,"Watch3,4","<<HKDevice: 0x283273700>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.2.1>",2019-06-23 17:15:41 +0000,2019-06-23 18:16:18 +0000,Running,3378.615104675293,sec,967.341 kcal,11274.2 m,,,,,,,6340 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.2.1,"Watch3,4","<<HKDevice: 0x283273700>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.2.1>",2019-06-28 00:11:11 +0000,2019-06-28 00:43:26 +0000,Running,1934.9267129898071,sec,581.263 kcal,6448.09 m,,,,,,,10628 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.2.1,"Watch3,4","<<HKDevice: 0x283273700>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.2.1>",2019-07-04 00:02:31 +0000,2019-07-04 00:44:37 +0000,Running,2484.6069390773773,sec,727.521 kcal,8100.83 m,,,,,,,13507 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.2.1,"Watch3,4","<<HKDevice: 0x283273700>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.2.1>",2019-07-27 14:10:37 +0000,2019-07-27 14:48:42 +0000,Running,2065.260776400566,sec,590.626 kcal,6547.3 m,,,,,,,4177 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3,"Watch3,4","<<HKDevice: 0x283271fe0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3>",2019-08-04 21:17:49 +0000,2019-08-04 22:20:25 +0000,Running,3516.7716109752655,sec,977.298 kcal,10388.1 m,,,,80 degF,America/New_York,5800 %,4245 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3,"Watch3,4","<<HKDevice: 0x283271fe0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3>",2019-08-10 19:49:50 +0000,2019-08-10 20:46:53 +0000,Running,3214.144991517067,sec,925.842 kcal,10331.6 m,,,,73 degF,America/New_York,5100 %,4641 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3,"Watch3,4","<<HKDevice: 0x283271fe0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3>",2019-08-17 18:58:24 +0000,2019-08-17 20:00:18 +0000,Running,3527.9180055856705,sec,962.011 kcal,10335.3 m,,,,76 degF,America/New_York,7800 %,4672 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3,"Watch3,4","<<HKDevice: 0x283271fe0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3>",2019-08-27 11:34:30 +0000,2019-08-27 12:07:45 +0000,Running,1840.7938648462296,sec,502.94 kcal,5729.26 m,,,,,,,1275 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3,"Watch3,4","<<HKDevice: 0x283271fe0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3>",2019-08-30 15:18:51 +0000,2019-08-30 15:46:22 +0000,Running,1651.0424630641937,sec,491.119 kcal,5065.35 m,,,,,,,9820 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3,"Watch3,4","<<HKDevice: 0x283271fe0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3>",2019-08-30 15:49:42 +0000,2019-08-30 16:16:06 +0000,Running,1581.007779598236,sec,464.111 kcal,4875.9 m,,,,,,,2351 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3,"Watch3,4","<<HKDevice: 0x283271fe0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3>",2019-09-07 18:41:50 +0000,2019-09-07 19:29:40 +0000,Running,2575.996336579323,sec,629.275 kcal,8107.61 m,,,,,,,2847 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3.1,"Watch3,4","<<HKDevice: 0x283271680>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3.1>",2019-09-10 17:44:54 +0000,2019-09-10 18:10:26 +0000,Running,1531.7862170934677,sec,416.172 kcal,5340.59 m,,,,,,,875 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3.1,"Watch3,4","<<HKDevice: 0x283271680>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3.1>",2019-09-13 21:42:50 +0000,2019-09-13 22:06:44 +0000,Running,1433.4062439203262,sec,386.013 kcal,5216.11 m,,,,,,,868 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3.1,"Watch3,4","<<HKDevice: 0x283271680>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3.1>",2019-09-15 22:07:33 +0000,2019-09-15 22:35:40 +0000,Running,1685.2956566810608,sec,465.842 kcal,6088.96 m,,,,,,,897 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3.1,"Watch3,4","<<HKDevice: 0x283271680>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3.1>",2019-09-17 20:46:52 +0000,2019-09-17 21:24:08 +0000,Running,2102.9437925815582,sec,520.16 kcal,6630.56 m,,,,,,,3190 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3.1,"Watch3,4","<<HKDevice: 0x283271680>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3.1>",2019-09-22 17:56:36 +0000,2019-09-22 18:41:05 +0000,Running,2569.5687617063522,sec,710.887 kcal,8421.37 m,,,,85 degF,America/New_York,3700 %,3055 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3.1,"Watch3,4","<<HKDevice: 0x283271680>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3.1>",2019-09-24 21:38:02 +0000,2019-09-24 22:03:04 +0000,Running,1502.4605309963226,sec,407.326 kcal,5451.62 m,,,,,,,785 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3.1,"Watch3,4","<<HKDevice: 0x283271680>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3.1>",2019-09-29 16:29:58 +0000,2019-09-29 17:10:29 +0000,Running,2363.141704559326,sec,637.558 kcal,8080.46 m,,,,,,,2795 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3.1,"Watch3,4","<<HKDevice: 0x283271680>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3.1>",2019-10-06 20:20:03 +0000,2019-10-06 21:00:43 +0000,Running,2344.736680150032,sec,640.248 kcal,8102.06 m,,,,,,,3482 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,5.3.1,"Watch3,4","<<HKDevice: 0x283271680>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:5.3.1>",2019-10-08 19:06:35 +0000,2019-10-08 19:47:25 +0000,Running,2235.8041867017746,sec,610.485 kcal,8085.02 m,,,,,,,3011 cm,0,
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.0.1,"Watch3,4","<<HKDevice: 0x28320b840>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.0.1>",2019-10-13 20:43:22 +0000,2019-10-13 21:32:54 +0000,Running,2849.7959620952606,sec,769.013 kcal,9712.32 m,,,,65 degF,America/New_York,6000 %,3050 cm,0,12.7986 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.0.1,"Watch3,4","<<HKDevice: 0x28320b840>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.0.1>",2019-10-20 18:43:06 +0000,2019-10-20 19:30:44 +0000,Running,2759.606892466545,sec,727.475 kcal,9694.46 m,,,,,America/New_York,,3263 cm,0,12.5832 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.0.1,"Watch3,4","<<HKDevice: 0x28320b840>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.0.1>",2019-10-29 09:56:43 +0000,2019-10-29 10:28:58 +0000,Running,1935.3738660812378,sec,471.742 kcal,5158.45 m,,,,,America/New_York,,16389 cm,0,12.0382 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.0.1,"Watch3,4","<<HKDevice: 0x28320b840>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.0.1>",2019-10-30 11:18:54 +0000,2019-10-30 12:02:48 +0000,Running,2626.703157067299,sec,699.071 kcal,7294.63 m,,,,,America/New_York,,20575 cm,0,13.1281 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.0.1,"Watch3,4","<<HKDevice: 0x28320b840>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.0.1>",2019-11-02 17:29:24 +0000,2019-11-02 17:57:53 +0000,Running,1708.0884984731674,sec,473.94 kcal,6561.48 m,,,,,America/New_York,,1015 cm,0,13.6451 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.0.1,"Watch3,4","<<HKDevice: 0x28320b840>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.0.1>",2019-11-03 17:02:07 +0000,2019-11-03 17:47:21 +0000,Running,2585.749701142311,sec,706.789 kcal,9061.06 m,,,,,America/New_York,,3442 cm,0,12.8844 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.0.1,"Watch3,4","<<HKDevice: 0x28320b840>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.0.1>",2019-11-06 20:00:58 +0000,2019-11-06 20:21:08 +0000,Running,1209.2842715978622,sec,355.859 kcal,4911.24 m,,,,,America/New_York,,876 cm,0,14.2883 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.0.1,"Watch3,4","<<HKDevice: 0x28320b840>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.0.1>",2019-11-10 18:30:22 +0000,2019-11-10 19:15:28 +0000,Running,2644.6038942337036,sec,737.067 kcal,9712.73 m,,,,,America/New_York,,3785 cm,0,13.2922 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.1,"Watch3,4","<<HKDevice: 0x283270cd0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.1>",2019-11-16 18:09:35 +0000,2019-11-16 18:56:13 +0000,Running,2629.7326362133026,sec,727.522 kcal,9730.93 m,,,,,America/New_York,,2894 cm,0,12.9185 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.1,"Watch3,4","<<HKDevice: 0x283270cd0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.1>",2019-11-17 17:39:14 +0000,2019-11-17 18:13:49 +0000,Running,1880.854652762413,sec,483.554 kcal,6512.26 m,,,,41 degF,America/New_York,5200 %,2959 cm,0,12.0382 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.1,"Watch3,4","<<HKDevice: 0x283270cd0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.1>",2019-11-22 23:58:03 +0000,2019-11-23 00:38:41 +0000,Running,2437.0659812688828,sec,683.656 kcal,8306.67 m,,,,,America/Los_Angeles,,12462 cm,0,13.3196 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.1,"Watch3,4","<<HKDevice: 0x283270cd0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.1>",2019-11-28 17:35:33 +0000,2019-11-28 18:10:56 +0000,Running,2121.902570605278,sec,577.187 kcal,6475.37 m,,,,,America/Los_Angeles,,11252 cm,0,12.9725 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.1.1,"Watch3,4","<<HKDevice: 0x28320b5c0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.1.1>",2019-12-15 15:07:26 +0000,2019-12-15 15:39:18 +0000,Running,1878.495446562767,sec,510.377 kcal,6548.54 m,,,,,America/New_York,,2073 cm,0,12.8799 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.1.1,"Watch3,4","<<HKDevice: 0x28320b5c0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.1.1>",2019-12-18 21:46:28 +0000,2019-12-18 22:23:17 +0000,Running,2141.8042244911194,sec,563.637 kcal,6469.6 m,,,,,America/Los_Angeles,,9955 cm,0,12.2819 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.1.1,"Watch3,4","<<HKDevice: 0x28320b5c0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.1.1>",2020-01-26 17:08:43 +0000,2020-01-26 17:32:51 +0000,Running,1448.2214978933334,sec,397.514 kcal,5225.43 m,,,,,America/New_York,,1225 cm,0,13.0544 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.1.3,"Watch3,4","<<HKDevice: 0x28320b200>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.1.3>",2020-03-10 15:20:59 +0000,2020-03-10 15:45:31 +0000,Running,1470.7934650182724,sec,427.054 kcal,5373.34 m,,,,,America/New_York,,976 cm,0,13.0974 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.1.3,"Watch3,4","<<HKDevice: 0x28320b200>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.1.3>",2020-03-27 16:57:09 +0000,2020-03-27 17:28:49 +0000,Running,1898.392355799675,sec,576.639 kcal,6506.94 m,,,,,America/New_York,,1703 cm,0,13.3906 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2,"Watch3,4","<<HKDevice: 0x2832739d0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2>",2020-04-05 16:29:22 +0000,2020-04-05 16:59:13 +0000,Running,1790.9500159025192,sec,525.477 kcal,6468.1 m,,,,,America/New_York,,1025 cm,0,12.9322 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2,"Watch3,4","<<HKDevice: 0x2832739d0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2>",2020-04-10 16:19:49 +0000,2020-04-10 16:51:10 +0000,Running,1877.2439188957214,sec,550.88 kcal,6494.34 m,,,,,America/New_York,,2226 cm,0,12.9736 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2,"Watch3,4","<<HKDevice: 0x2832739d0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2>",2020-04-16 15:53:04 +0000,2020-04-16 16:23:26 +0000,Running,1821.9868408441544,sec,521.343 kcal,6520.14 m,,,,,America/New_York,,993 cm,0,12.6641 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2,"Watch3,4","<<HKDevice: 0x2832739d0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2>",2020-04-29 15:54:58 +0000,2020-04-29 16:25:18 +0000,Running,1817.7745859622955,sec,526.485 kcal,6501.74 m,,,,,America/New_York,,1073 cm,0,12.9416 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2,"Watch3,4","<<HKDevice: 0x2832739d0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2>",2020-05-27 10:36:16 +0000,2020-05-27 11:18:03 +0000,Running,2095.4975019693375,sec,589.841 kcal,6576.41 m,,,,64 degF,America/New_York,8900 %,2715 cm,0,12.5259 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2,"Watch3,4","<<HKDevice: 0x2832739d0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2>",2020-05-30 17:32:28 +0000,2020-05-30 18:05:12 +0000,Running,1617.4164369106293,sec,411.634 kcal,5207.11 m,,,,,America/New_York,,2251 cm,0,14.1034 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2,"Watch3,4","<<HKDevice: 0x2832739d0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2>",2020-06-01 10:27:49 +0000,2020-06-01 10:51:32 +0000,Running,1423.5268830060959,sec,369.073 kcal,4884.43 m,,,,,America/New_York,,862 cm,0,13.4726 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2,"Watch3,4","<<HKDevice: 0x2832739d0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2>",2020-06-01 17:06:16 +0000,2020-06-01 17:29:27 +0000,Running,1387.0454077720642,sec,360.894 kcal,4870.03 m,,,,,America/New_York,,1259 cm,0,13.5314 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2,"Watch3,4","<<HKDevice: 0x2832739d0>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2>",2020-06-03 10:33:12 +0000,2020-06-03 10:59:27 +0000,Running,1431.1022819280624,sec,358.917 kcal,4845.49 m,,,,,America/New_York,,1319 cm,0,13.2952 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-06-06 16:09:28 +0000,2020-06-06 16:48:03 +0000,Running,2120.574855327606,sec,615.183 kcal,6466.56 m,,,,82 degF,America/New_York,6300 %,2230 cm,0,12.3031 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-06-09 16:14:03 +0000,2020-06-09 16:57:22 +0000,Running,2506.8386418819427,sec,754.049 kcal,8082.06 m,,,,,America/New_York,,3639 cm,0,12.9755 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-06-11 14:13:06 +0000,2020-06-11 14:36:10 +0000,Running,1383.6205710172653,sec,422.487 kcal,4850.97 m,,,,,America/New_York,,793 cm,0,13.4997 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-06-14 15:28:36 +0000,2020-06-14 16:09:39 +0000,Running,2448.2953151464462,sec,679.275 kcal,8094.46 m,,,,,America/New_York,,3096 cm,0,12.324 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-06-15 19:06:31 +0000,2020-06-15 19:40:26 +0000,Running,1903.4963558912277,sec,524.451 kcal,6470.39 m,,,,,America/New_York,,1819 cm,0,11.6471 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-06-22 19:17:53 +0000,2020-06-22 20:00:45 +0000,Running,2495.696469306946,sec,704.923 kcal,8078.5 m,,,,,America/New_York,,2738 cm,0,12.3009 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-06-24 17:29:37 +0000,2020-06-24 18:11:36 +0000,Running,2466.020726442337,sec,684.185 kcal,7253.09 m,,,,,America/New_York,,3096 cm,0,12.0011 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-06-28 17:28:40 +0000,2020-06-28 18:10:29 +0000,Running,2471.5603404045105,sec,708.276 kcal,8192.14 m,,,,,America/New_York,,2933 cm,0,12.3796 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-07-01 17:06:02 +0000,2020-07-01 17:28:14 +0000,Running,1331.3197666406631,sec,392.437 kcal,4877.15 m,,,,,America/New_York,,912 cm,0,12.942 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-07-02 16:44:22 +0000,2020-07-02 17:29:03 +0000,Running,2611.280353665352,sec,742.315 kcal,8085.96 m,,,,85 degF,America/New_York,5300 %,3002 cm,0,12.31 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-07-07 15:35:44 +0000,2020-07-07 16:06:53 +0000,Running,1868.250779390335,sec,566.773 kcal,6490.98 m,,,,,America/New_York,,1243 cm,0,13.23 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-07-09 15:54:26 +0000,2020-07-09 16:39:27 +0000,Running,2639.4096200466156,sec,722.083 kcal,8084.16 m,,,,,America/New_York,,2993 cm,0,12.1325 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-07-12 18:13:00 +0000,2020-07-12 18:38:52 +0000,Running,1551.8309969902039,sec,438.874 kcal,5181.77 m,,,,86 degF,America/New_York,5100 %,3101 cm,0,12.5909 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-07-14 19:43:15 +0000,2020-07-14 20:28:15 +0000,Running,2589.9082596302032,sec,688.623 kcal,8096.66 m,,,,,America/New_York,,2950 cm,0,11.5448 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-07-18 18:44:45 +0000,2020-07-18 19:29:09 +0000,Running,2575.7754468917847,sec,730.493 kcal,8077.51 m,,,,,America/New_York,,3197 cm,0,12.4764 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-07-25 14:35:17 +0000,2020-07-25 15:18:55 +0000,Running,2540.4656645059586,sec,719.538 kcal,8072.99 m,,,,,America/New_York,,2993 cm,0,12.4787 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-07-28 19:45:33 +0000,2020-07-28 20:09:17 +0000,Running,1423.5000488758087,sec,415.701 kcal,5008.07 m,,,,,America/New_York,,882 cm,0,13.004 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-07-30 14:42:39 +0000,2020-07-30 15:25:23 +0000,Running,2476.901720404625,sec,715.799 kcal,8076.01 m,,,,,America/New_York,,3019 cm,0,12.566 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-08-01 18:09:37 +0000,2020-08-01 19:09:18 +0000,Running,3523.85780107975,sec,977.178 kcal,11287.4 m,,,,83 degF,America/New_York,5200 %,2837 cm,0,12.1814 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-08-05 17:30:41 +0000,2020-08-05 18:00:23 +0000,Running,1780.8950828313828,sec,535.792 kcal,6482.72 m,,,,,America/New_York,,1075 cm,0,13.2469 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-08-08 17:41:58 +0000,2020-08-08 18:21:00 +0000,Running,2295.6310378313065,sec,667.344 kcal,8110.4 m,,,,,America/New_York,,3109 cm,0,12.8267 kcal/hr·kg
HKWorkoutTypeIdentifier,Joshua’s Apple Watch,6.2.6,"Watch3,4","<<HKDevice: 0x28320af30>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch3,4, software:6.2.6>",2020-08-13 20:14:30 +0000,2020-08-13 20:57:38 +0000,Running,2412.3340032100677,sec,674.303 kcal,8099.16 m,,,,,America/New_York,,2909 cm,0,11.8449 kcal/hr·kg
